OrderID,Date,Product,Category,Quantity,Price,Revenue,PaymentMethod,City,Rating,FeedbackText
2354,09-05-2023,Shorts,Women Fashion,4,772.23,3088.92,Wallet,Mumbai,1,Delivery took longer than expected
2355,13-08-2023,Cargo Pants,Men Fashion,4,651.36,2605.44,Wallet,Chennai,3,Not happy with the packaging
2356,21-03-2023,Sweatshirt,Women Fashion,4,807.95,3231.8,Debit Card,Pune,3,Loved it! Great fit and style
2357,19-10-2024,Cargo Pants,Women Fashion,2,333.89,667.78,Credit Card,Mumbai,1,Loved it! Great fit and style
2358,16-01-2024,Cargo Pants,Men Fashion,2,734.99,1469.98,Debit Card,Mumbai,1,Amazing quality and fast delivery!
2359,17-04-2023,Hoodie,Women Fashion,1,900.28,900.28,Wallet,Kolkata,2,"Average product, expected better"
2360,10-12-2023,T-Shirt,Men Fashion,1,405.36,405.36,Debit Card,Delhi,4,Good fabric but size not perfect
2361,08-07-2024,Hoodie,Men Fashion,1,588.2,588.2,Credit Card,Chennai,3,Amazing quality and fast delivery!
2362,12-01-2023,Jackets,Men Fashion,4,548.77,2195.08,Wallet,Delhi,5,Totally worth the price
2363,15-10-2024,T-Shirt,Men Fashion,4,429.02,1716.08,Debit Card,Mumbai,2,Excellent customer support
2364,06-08-2024,T-Shirt,Accessories,4,562.37,2249.48,COD,Mumbai,2,Good fabric but size not perfect
2365,19-02-2023,Shirt,Men Fashion,3,466.59,1399.77,Debit Card,Mumbai,5,Not happy with the packaging
2366,01-01-2024,Jackets,Women Fashion,3,813.11,2439.33,Wallet,Delhi,5,Amazing quality and fast delivery!
2367,19-11-2023,Cargo Pants,Accessories,4,1348.27,5393.08,Debit Card,Delhi,5,"Average product, expected better"
2368,10-04-2023,Shirt,Women Fashion,2,532.15,1064.3,Wallet,Mumbai,1,Good fabric but size not perfect
2369,29-05-2024,Joggers,Men Fashion,2,1625.95,3251.9,Wallet,Kolkata,3,Excellent customer support
2370,27-01-2024,Sweatshirt,Accessories,4,543.93,2175.72,UPI,Bengaluru,1,Delivery took longer than expected
2371,15-06-2023,Joggers,Accessories,3,304.34,913.02,COD,Mumbai,3,Good fabric but size not perfect
2372,02-10-2024,Hoodie,Accessories,4,1128.32,4513.28,Credit Card,Delhi,1,Loved it! Great fit and style
2373,25-05-2023,Joggers,Accessories,1,1049.97,1049.97,Wallet,Pune,4,Very satisfied with the product
2374,15-09-2024,Shirt,Women Fashion,3,819.99,2459.97,Credit Card,Bengaluru,3,Excellent customer support
2375,25-10-2023,Shirt,Accessories,1,1514.82,1514.82,COD,Mumbai,2,Very satisfied with the product
2376,01-02-2024,Shorts,Men Fashion,1,1010.63,1010.63,Wallet,Chennai,3,Not happy with the packaging
2377,18-03-2023,Joggers,Accessories,1,623.23,623.23,COD,Mumbai,3,Loved it! Great fit and style
2378,16-01-2023,Joggers,Women Fashion,1,1275.29,1275.29,Wallet,Kolkata,3,Good fabric but size not perfect
2379,31-03-2023,Sweatshirt,Men Fashion,3,1985.01,5955.03,COD,Bengaluru,4,Not happy with the packaging
2380,23-06-2023,Jackets,Men Fashion,1,1764.75,1764.75,UPI,Bengaluru,1,Loved it! Great fit and style
2381,13-08-2024,Shirt,Women Fashion,3,375.43,1126.29,UPI,Mumbai,2,Very satisfied with the product
2382,03-07-2023,Sweatshirt,Women Fashion,3,1727.18,5181.54,COD,Bengaluru,1,Good fabric but size not perfect
2383,28-03-2024,Joggers,Men Fashion,1,1599.77,1599.77,Wallet,Hyderabad,1,Delivery took longer than expected
2384,10-02-2023,Shirt,Women Fashion,4,930.49,3721.96,COD,Hyderabad,5,Excellent customer support
2385,26-09-2024,Joggers,Women Fashion,3,1187.69,3563.07,Debit Card,Chennai,4,"Average product, expected better"
2386,01-10-2024,Shirt,Women Fashion,1,1559.79,1559.79,UPI,Pune,5,The material is too thin
2387,28-02-2024,Sweatshirt,Women Fashion,3,1250.28,3750.84,UPI,Chennai,4,The material is too thin
2388,21-10-2024,T-Shirt,Accessories,2,1723.99,3447.98,Credit Card,Pune,1,Totally worth the price
2389,28-07-2024,T-Shirt,Men Fashion,3,497.92,1493.76,UPI,Bengaluru,1,Delivery took longer than expected
2390,20-01-2024,Joggers,Accessories,4,990.57,3962.28,COD,Kolkata,4,Good fabric but size not perfect
2391,16-03-2023,Shorts,Women Fashion,3,1486.5,4459.5,COD,Pune,1,Excellent customer support
2392,06-04-2023,Shirt,Women Fashion,3,1595.16,4785.48,COD,Pune,1,Totally worth the price
2393,01-07-2024,Sweatshirt,Men Fashion,2,1834.61,3669.22,UPI,Delhi,2,The material is too thin
2394,21-04-2023,Cargo Pants,Women Fashion,1,1916.46,1916.46,Credit Card,Hyderabad,5,Totally worth the price
2395,03-12-2023,Hoodie,Women Fashion,1,1166.25,1166.25,Debit Card,Chennai,5,Very satisfied with the product
2396,12-05-2024,Shorts,Accessories,1,1283.83,1283.83,COD,Mumbai,5,Very satisfied with the product
2397,13-10-2023,Sweatshirt,Men Fashion,2,1777.33,3554.66,Wallet,Delhi,3,"Average product, expected better"
2398,26-04-2024,Joggers,Accessories,2,689.71,1379.42,Credit Card,Bengaluru,2,Amazing quality and fast delivery!
2399,04-08-2024,T-Shirt,Accessories,3,1883.95,5651.85,COD,Mumbai,5,Delivery took longer than expected
2400,06-01-2024,Cargo Pants,Women Fashion,1,1423.83,1423.83,Credit Card,Mumbai,5,"Average product, expected better"
2401,05-08-2023,T-Shirt,Accessories,2,522.81,1045.62,COD,Bengaluru,2,"Average product, expected better"
2402,16-09-2023,Joggers,Men Fashion,4,613.96,2455.84,Credit Card,Mumbai,1,The material is too thin
2403,08-10-2023,Cargo Pants,Men Fashion,2,1751.24,3502.48,Debit Card,Kolkata,5,The material is too thin
2404,07-04-2024,Cargo Pants,Accessories,3,609.82,1829.46,Credit Card,Pune,1,The material is too thin
2405,23-09-2023,Joggers,Men Fashion,2,1834.42,3668.84,UPI,Hyderabad,5,The material is too thin
2406,17-12-2023,Jackets,Men Fashion,4,1875.11,7500.44,Credit Card,Bengaluru,4,Loved it! Great fit and style
2407,05-03-2024,Sweatshirt,Women Fashion,4,1248.9,4995.6,Wallet,Pune,3,"Average product, expected better"
2408,14-06-2023,Cargo Pants,Women Fashion,2,542.1,1084.2,Wallet,Hyderabad,5,"Average product, expected better"
2409,11-01-2023,Shorts,Men Fashion,2,728.76,1457.52,Wallet,Chennai,4,Excellent customer support
2410,29-05-2023,Shirt,Accessories,2,923.56,1847.12,Debit Card,Mumbai,2,Good fabric but size not perfect
2411,04-06-2023,Sweatshirt,Men Fashion,3,872.72,2618.16,COD,Kolkata,4,Very satisfied with the product
2412,21-11-2023,Hoodie,Accessories,3,1735.71,5207.13,COD,Bengaluru,2,"Average product, expected better"
2413,17-06-2024,T-Shirt,Women Fashion,3,873,2619,Credit Card,Pune,5,Excellent customer support
2414,05-04-2024,Hoodie,Men Fashion,4,1442.7,5770.8,Credit Card,Pune,2,Excellent customer support
2415,12-07-2023,Cargo Pants,Accessories,1,728.5,728.5,Wallet,Kolkata,4,Not happy with the packaging
2416,20-06-2023,Cargo Pants,Men Fashion,1,1784.92,1784.92,Debit Card,Delhi,3,Totally worth the price
2417,15-07-2023,T-Shirt,Women Fashion,3,1300.19,3900.57,Debit Card,Mumbai,1,Not happy with the packaging
2418,06-11-2023,Jackets,Accessories,4,300.11,1200.44,UPI,Pune,1,"Average product, expected better"
2419,26-05-2024,Sweatshirt,Women Fashion,3,1319.48,3958.44,COD,Bengaluru,3,The material is too thin
2420,27-12-2023,Cargo Pants,Accessories,1,1365.46,1365.46,Debit Card,Mumbai,1,Loved it! Great fit and style
2421,30-06-2023,Sweatshirt,Women Fashion,1,693.49,693.49,Debit Card,Delhi,5,Totally worth the price
2422,20-07-2024,Joggers,Accessories,4,1078.15,4312.6,COD,Hyderabad,5,Delivery took longer than expected
2423,19-10-2023,Cargo Pants,Accessories,3,638.16,1914.48,Debit Card,Pune,4,Amazing quality and fast delivery!
2424,27-09-2024,Hoodie,Men Fashion,4,1125.42,4501.68,UPI,Mumbai,4,Good fabric but size not perfect
2425,27-10-2024,T-Shirt,Accessories,2,1911.46,3822.92,COD,Mumbai,2,"Average product, expected better"
2426,23-05-2024,Hoodie,Accessories,3,794.48,2383.44,COD,Chennai,4,Excellent customer support
2427,18-08-2024,T-Shirt,Accessories,4,1870.69,7482.76,Debit Card,Kolkata,5,The material is too thin
2428,06-03-2024,Shorts,Men Fashion,3,1843.34,5530.02,COD,Chennai,4,"Average product, expected better"
2429,26-01-2024,Hoodie,Men Fashion,3,309.94,929.82,COD,Mumbai,1,Not happy with the packaging
2430,26-12-2023,Sweatshirt,Women Fashion,4,1591.98,6367.92,COD,Mumbai,2,Very satisfied with the product
2431,19-01-2024,Shorts,Accessories,4,1344.93,5379.72,Debit Card,Bengaluru,2,Excellent customer support
2432,28-09-2023,Jackets,Women Fashion,2,1029.97,2059.94,Credit Card,Mumbai,5,Good fabric but size not perfect
2433,29-02-2024,T-Shirt,Men Fashion,1,1495.94,1495.94,UPI,Delhi,4,Very satisfied with the product
2434,19-01-2024,Shirt,Women Fashion,1,1607.06,1607.06,Credit Card,Chennai,1,The material is too thin
2435,16-03-2024,Shorts,Accessories,1,1502.81,1502.81,COD,Delhi,4,"Average product, expected better"
2436,23-09-2024,Cargo Pants,Men Fashion,2,589.2,1178.4,Wallet,Hyderabad,3,"Average product, expected better"
2437,12-05-2023,Cargo Pants,Accessories,1,1595.92,1595.92,Credit Card,Hyderabad,4,Loved it! Great fit and style
2438,22-11-2023,Joggers,Women Fashion,4,877.7,3510.8,Credit Card,Mumbai,5,Amazing quality and fast delivery!
2439,10-05-2023,Hoodie,Accessories,4,684.46,2737.84,Wallet,Kolkata,4,Amazing quality and fast delivery!
2440,06-02-2024,Jackets,Accessories,3,1847.03,5541.09,Credit Card,Bengaluru,2,Good fabric but size not perfect
2441,28-07-2023,Hoodie,Men Fashion,2,1614.04,3228.08,UPI,Hyderabad,1,Loved it! Great fit and style
2442,12-01-2023,Joggers,Men Fashion,1,384.41,384.41,Wallet,Pune,5,Delivery took longer than expected
2443,10-07-2024,Hoodie,Accessories,4,772.4,3089.6,COD,Mumbai,3,The material is too thin
2444,14-05-2023,Sweatshirt,Accessories,1,1043.9,1043.9,Debit Card,Delhi,1,The material is too thin
2445,03-09-2023,Shorts,Women Fashion,2,1992.88,3985.76,Credit Card,Chennai,1,Loved it! Great fit and style
2446,09-09-2023,Cargo Pants,Women Fashion,4,341.45,1365.8,UPI,Bengaluru,2,Not happy with the packaging
2447,26-03-2023,Joggers,Accessories,2,665.35,1330.7,UPI,Pune,2,Good fabric but size not perfect
2448,16-08-2024,Hoodie,Men Fashion,4,383.34,1533.36,COD,Chennai,2,Amazing quality and fast delivery!
2449,06-05-2023,Hoodie,Men Fashion,1,1613.75,1613.75,Debit Card,Bengaluru,5,The material is too thin
2450,04-07-2023,Hoodie,Men Fashion,1,1333.14,1333.14,COD,Kolkata,4,Not happy with the packaging
2451,06-01-2024,Shorts,Women Fashion,4,1867.02,7468.08,UPI,Hyderabad,1,Amazing quality and fast delivery!
2452,23-01-2023,Cargo Pants,Men Fashion,4,944.58,3778.32,COD,Pune,4,Good fabric but size not perfect
2453,20-03-2023,Shorts,Accessories,4,638.73,2554.92,COD,Hyderabad,4,Very satisfied with the product
2454,18-11-2023,Sweatshirt,Men Fashion,3,1575.31,4725.93,Credit Card,Bengaluru,2,Very satisfied with the product
2455,11-01-2023,Joggers,Accessories,3,1406.58,4219.74,Wallet,Pune,4,Excellent customer support
2456,13-09-2024,T-Shirt,Men Fashion,1,701.79,701.79,Debit Card,Bengaluru,1,Very satisfied with the product
2457,10-05-2024,T-Shirt,Men Fashion,1,1755.04,1755.04,Wallet,Pune,1,Not happy with the packaging
2458,18-09-2023,Hoodie,Men Fashion,4,1878.55,7514.2,Wallet,Mumbai,3,Good fabric but size not perfect
2459,02-07-2024,T-Shirt,Accessories,2,921.01,1842.02,Wallet,Kolkata,5,Very satisfied with the product
2460,06-06-2023,Shorts,Women Fashion,2,331.56,663.12,UPI,Delhi,4,Delivery took longer than expected
2461,31-01-2023,Shirt,Men Fashion,4,1031.89,4127.56,Credit Card,Mumbai,5,Not happy with the packaging
2462,10-05-2023,Jackets,Women Fashion,4,1616.91,6467.64,COD,Delhi,5,Very satisfied with the product
2463,05-04-2023,Shirt,Accessories,3,1010.59,3031.77,Wallet,Pune,5,Not happy with the packaging
2464,29-10-2023,Sweatshirt,Accessories,4,350.18,1400.72,COD,Hyderabad,5,Loved it! Great fit and style
2465,08-06-2024,Cargo Pants,Men Fashion,3,798.42,2395.26,Debit Card,Delhi,1,Not happy with the packaging
2466,22-07-2023,Jackets,Women Fashion,4,1885.45,7541.8,UPI,Chennai,4,Excellent customer support
2467,24-08-2024,Jackets,Men Fashion,4,1314.4,5257.6,Credit Card,Pune,3,Very satisfied with the product
2468,14-05-2024,Cargo Pants,Women Fashion,2,1452.45,2904.9,COD,Chennai,5,Delivery took longer than expected
2469,06-10-2023,Shirt,Accessories,2,801.61,1603.22,UPI,Chennai,3,Totally worth the price
2470,28-01-2024,Cargo Pants,Men Fashion,2,1909.17,3818.34,Wallet,Bengaluru,1,Totally worth the price
2471,18-01-2024,Hoodie,Women Fashion,3,1159.76,3479.28,Credit Card,Mumbai,1,Amazing quality and fast delivery!
2472,07-06-2024,Jackets,Accessories,2,770.69,1541.38,COD,Bengaluru,2,Loved it! Great fit and style
2473,10-09-2024,Shirt,Women Fashion,3,876.61,2629.83,UPI,Mumbai,5,Amazing quality and fast delivery!
2474,04-07-2023,Shirt,Women Fashion,1,316.48,316.48,Credit Card,Bengaluru,2,Loved it! Great fit and style
2475,09-09-2023,Hoodie,Men Fashion,4,1222.14,4888.56,Debit Card,Bengaluru,3,Totally worth the price
2476,29-05-2023,Shirt,Men Fashion,4,1357.57,5430.28,UPI,Bengaluru,4,Delivery took longer than expected
2477,12-01-2023,Shirt,Men Fashion,2,1649.62,3299.24,COD,Chennai,2,Good fabric but size not perfect
2478,26-11-2023,Shorts,Accessories,4,876.95,3507.8,UPI,Hyderabad,1,Delivery took longer than expected
2479,18-10-2023,Shorts,Accessories,4,831.38,3325.52,Credit Card,Mumbai,5,Amazing quality and fast delivery!
2480,28-07-2024,Jackets,Accessories,4,742.78,2971.12,Wallet,Kolkata,3,Delivery took longer than expected
2481,18-03-2023,Cargo Pants,Accessories,2,1984.88,3969.76,COD,Bengaluru,1,Excellent customer support
2482,24-11-2023,Shorts,Men Fashion,1,1889.32,1889.32,UPI,Kolkata,4,Very satisfied with the product
2483,20-05-2024,Sweatshirt,Men Fashion,4,1895.29,7581.16,Debit Card,Hyderabad,5,Not happy with the packaging
2484,03-05-2023,Hoodie,Women Fashion,2,1877.67,3755.34,Credit Card,Chennai,4,Very satisfied with the product
2485,01-12-2023,Cargo Pants,Men Fashion,4,579.3,2317.2,Wallet,Mumbai,4,The material is too thin
2486,19-10-2023,T-Shirt,Accessories,3,575.74,1727.22,Wallet,Mumbai,5,Good fabric but size not perfect
2487,17-04-2024,Jackets,Men Fashion,4,763.01,3052.04,COD,Mumbai,5,"Average product, expected better"
2488,30-06-2024,T-Shirt,Women Fashion,3,1944.73,5834.19,UPI,Mumbai,4,Not happy with the packaging
2489,26-04-2024,Hoodie,Women Fashion,1,1851.5,1851.5,Debit Card,Bengaluru,3,Totally worth the price
2490,21-11-2023,Shirt,Women Fashion,3,718.32,2154.96,UPI,Chennai,5,Not happy with the packaging
2491,17-11-2023,Sweatshirt,Accessories,2,401.16,802.32,UPI,Hyderabad,1,Amazing quality and fast delivery!
2492,02-11-2023,Sweatshirt,Women Fashion,1,1576,1576,UPI,Kolkata,2,Not happy with the packaging
2493,18-01-2024,Hoodie,Men Fashion,4,763.17,3052.68,Credit Card,Mumbai,3,Good fabric but size not perfect
2494,11-01-2023,Joggers,Men Fashion,3,1836.41,5509.23,Debit Card,Kolkata,5,Loved it! Great fit and style
2495,22-03-2024,Shorts,Men Fashion,1,494.15,494.15,UPI,Delhi,5,Totally worth the price
2496,13-01-2024,T-Shirt,Accessories,3,393.53,1180.59,UPI,Bengaluru,3,"Average product, expected better"
2497,14-02-2023,Hoodie,Men Fashion,3,1085.07,3255.21,Debit Card,Mumbai,2,Loved it! Great fit and style
2498,28-09-2023,Shirt,Accessories,1,1426.99,1426.99,Wallet,Kolkata,4,Totally worth the price
2499,24-01-2024,Jackets,Accessories,2,1518.1,3036.2,Credit Card,Delhi,1,Very satisfied with the product
2500,20-08-2024,Sweatshirt,Men Fashion,3,1802.8,5408.4,Credit Card,Bengaluru,5,Good fabric but size not perfect
2501,01-06-2023,Cargo Pants,Accessories,4,1586.69,6346.76,COD,Pune,2,Loved it! Great fit and style
2502,06-05-2023,Shorts,Accessories,4,832.59,3330.36,COD,Pune,1,Not happy with the packaging
2503,16-05-2024,Jackets,Women Fashion,3,481,1443,COD,Delhi,3,Excellent customer support
2504,05-04-2023,Jackets,Women Fashion,2,623.04,1246.08,UPI,Bengaluru,5,Very satisfied with the product
2505,25-07-2024,Shorts,Accessories,2,1897.38,3794.76,Credit Card,Pune,4,Amazing quality and fast delivery!
2506,21-03-2023,Hoodie,Women Fashion,1,1029.93,1029.93,UPI,Delhi,3,Good fabric but size not perfect
2507,14-01-2023,Shorts,Women Fashion,1,1697.24,1697.24,COD,Delhi,5,Not happy with the packaging
2508,14-05-2024,Hoodie,Women Fashion,1,1548.37,1548.37,Credit Card,Kolkata,2,Totally worth the price
2509,27-08-2024,Shirt,Women Fashion,1,497.77,497.77,COD,Pune,1,Amazing quality and fast delivery!
2510,07-06-2023,Hoodie,Men Fashion,1,1136.79,1136.79,Credit Card,Bengaluru,1,Delivery took longer than expected
2511,30-01-2024,Sweatshirt,Accessories,2,532.05,1064.1,Wallet,Delhi,5,Excellent customer support
2512,14-02-2024,Shorts,Men Fashion,3,1036.53,3109.59,Debit Card,Hyderabad,3,Amazing quality and fast delivery!
2513,18-06-2023,Jackets,Accessories,1,1291.13,1291.13,UPI,Delhi,4,Excellent customer support
2514,17-04-2024,Hoodie,Accessories,2,1228.38,2456.76,UPI,Delhi,2,Totally worth the price
2515,17-01-2023,Sweatshirt,Men Fashion,1,375.92,375.92,Debit Card,Mumbai,5,Very satisfied with the product
2516,02-05-2024,Sweatshirt,Women Fashion,4,1545.1,6180.4,Debit Card,Mumbai,2,Delivery took longer than expected
2517,17-07-2024,Hoodie,Women Fashion,4,1287.41,5149.64,COD,Delhi,1,Excellent customer support
2518,04-06-2023,Cargo Pants,Accessories,1,1694.67,1694.67,COD,Chennai,4,Delivery took longer than expected
2519,08-12-2023,T-Shirt,Women Fashion,2,1188.34,2376.68,Debit Card,Bengaluru,2,Totally worth the price
2520,11-04-2023,T-Shirt,Accessories,4,1826.26,7305.04,COD,Pune,5,Amazing quality and fast delivery!
2521,08-03-2024,Shorts,Women Fashion,2,1251.99,2503.98,Credit Card,Hyderabad,4,"Average product, expected better"
2522,30-06-2023,Jackets,Accessories,4,317.38,1269.52,Wallet,Hyderabad,3,"Average product, expected better"
2523,15-06-2024,Cargo Pants,Men Fashion,3,730.69,2192.07,UPI,Pune,5,Excellent customer support
2524,12-09-2023,Hoodie,Men Fashion,4,476.57,1906.28,UPI,Mumbai,2,Totally worth the price
2525,06-02-2023,Jackets,Men Fashion,1,427.62,427.62,UPI,Chennai,4,Loved it! Great fit and style
2526,14-04-2023,Jackets,Men Fashion,1,500.81,500.81,Wallet,Pune,5,Not happy with the packaging
2527,19-02-2024,Cargo Pants,Women Fashion,1,1293.63,1293.63,UPI,Delhi,4,Very satisfied with the product
2528,02-10-2023,Sweatshirt,Men Fashion,1,413.3,413.3,Credit Card,Kolkata,4,Amazing quality and fast delivery!
2529,28-07-2023,Shirt,Accessories,4,1630.95,6523.8,Debit Card,Pune,4,Totally worth the price
2530,02-09-2024,Jackets,Accessories,4,354.15,1416.6,UPI,Mumbai,2,Totally worth the price
2531,09-07-2023,Sweatshirt,Accessories,2,1766.89,3533.78,Debit Card,Kolkata,5,Amazing quality and fast delivery!
2532,02-09-2023,Joggers,Women Fashion,4,474.55,1898.2,UPI,Delhi,1,"Average product, expected better"
2533,11-07-2023,Shirt,Women Fashion,2,1641.14,3282.28,Credit Card,Mumbai,1,Not happy with the packaging
2534,30-04-2024,Cargo Pants,Women Fashion,4,802.81,3211.24,UPI,Delhi,2,Not happy with the packaging
2535,28-09-2023,Hoodie,Men Fashion,1,717.62,717.62,UPI,Chennai,2,Amazing quality and fast delivery!
2536,27-12-2023,Sweatshirt,Accessories,4,1971.06,7884.24,UPI,Hyderabad,4,Good fabric but size not perfect
2537,11-09-2023,Sweatshirt,Men Fashion,1,353.02,353.02,UPI,Kolkata,5,The material is too thin
2538,18-01-2023,Jackets,Men Fashion,2,1032.1,2064.2,Wallet,Chennai,5,The material is too thin
2539,21-06-2023,Joggers,Men Fashion,3,544.33,1632.99,UPI,Bengaluru,3,Delivery took longer than expected
2540,10-12-2023,Sweatshirt,Women Fashion,3,388.7,1166.1,Debit Card,Chennai,3,Excellent customer support
2541,21-09-2023,Sweatshirt,Women Fashion,4,1189.1,4756.4,Debit Card,Hyderabad,1,"Average product, expected better"
2542,14-01-2023,Shirt,Women Fashion,2,684.09,1368.18,Debit Card,Chennai,3,Amazing quality and fast delivery!
2543,02-09-2024,Sweatshirt,Men Fashion,3,1275.54,3826.62,Debit Card,Pune,3,The material is too thin
2544,15-06-2024,T-Shirt,Men Fashion,1,1280.97,1280.97,COD,Kolkata,1,Very satisfied with the product
2545,14-08-2023,Joggers,Women Fashion,2,1825.16,3650.32,COD,Mumbai,1,The material is too thin
2546,08-09-2023,Cargo Pants,Women Fashion,3,1694.18,5082.54,Credit Card,Pune,3,Delivery took longer than expected
2547,02-04-2023,Shorts,Women Fashion,2,1822,3644,UPI,Bengaluru,5,Not happy with the packaging
2548,03-10-2024,Sweatshirt,Accessories,4,915.35,3661.4,Credit Card,Bengaluru,3,Loved it! Great fit and style
2549,24-12-2023,Shirt,Women Fashion,3,387.04,1161.12,Wallet,Hyderabad,4,Not happy with the packaging
2550,10-10-2023,Jackets,Men Fashion,2,654.4,1308.8,UPI,Chennai,4,Very satisfied with the product
2551,16-06-2024,Shirt,Accessories,1,1717.8,1717.8,UPI,Hyderabad,4,Delivery took longer than expected
2552,10-04-2024,Shirt,Women Fashion,4,1118.62,4474.48,UPI,Mumbai,2,Amazing quality and fast delivery!
2553,25-05-2024,Joggers,Women Fashion,2,1260.67,2521.34,Credit Card,Chennai,4,Loved it! Great fit and style
2554,24-10-2023,Joggers,Women Fashion,2,946.69,1893.38,COD,Bengaluru,5,Excellent customer support
2555,08-03-2023,Jackets,Men Fashion,1,1279,1279,COD,Mumbai,2,Totally worth the price
2556,11-08-2023,Jackets,Accessories,1,952.84,952.84,UPI,Mumbai,2,Very satisfied with the product
2557,15-05-2024,Jackets,Men Fashion,1,767.79,767.79,COD,Bengaluru,4,Totally worth the price
2558,01-01-2023,T-Shirt,Women Fashion,4,1884.34,7537.36,Credit Card,Bengaluru,3,Loved it! Great fit and style
2559,18-10-2023,Joggers,Men Fashion,2,1453.64,2907.28,Debit Card,Delhi,1,Loved it! Great fit and style
2560,21-07-2023,Cargo Pants,Accessories,2,1461.57,2923.14,UPI,Bengaluru,3,Excellent customer support
2561,13-08-2023,T-Shirt,Women Fashion,1,1321.86,1321.86,Debit Card,Delhi,3,"Average product, expected better"
2562,14-10-2024,Cargo Pants,Women Fashion,3,1107.51,3322.53,COD,Mumbai,2,Not happy with the packaging
2563,25-09-2023,Jackets,Accessories,4,723.61,2894.44,Debit Card,Delhi,2,Very satisfied with the product
2564,31-07-2024,Cargo Pants,Accessories,3,1414.9,4244.7,Debit Card,Kolkata,2,Very satisfied with the product
2565,15-08-2024,Joggers,Accessories,2,863.59,1727.18,Credit Card,Bengaluru,5,Very satisfied with the product
2566,19-05-2023,Cargo Pants,Accessories,1,1514.08,1514.08,Credit Card,Bengaluru,5,Loved it! Great fit and style
2567,09-11-2023,Hoodie,Women Fashion,1,679.77,679.77,Wallet,Pune,1,Amazing quality and fast delivery!
2568,17-04-2024,Joggers,Women Fashion,4,496.81,1987.24,COD,Mumbai,2,Loved it! Great fit and style
2569,22-05-2023,Sweatshirt,Accessories,3,1614.07,4842.21,Debit Card,Chennai,4,Excellent customer support
2570,02-01-2024,Sweatshirt,Women Fashion,3,1424.02,4272.06,COD,Hyderabad,2,Loved it! Great fit and style
2571,06-03-2024,Cargo Pants,Women Fashion,1,1401,1401,UPI,Chennai,5,"Average product, expected better"
2572,28-01-2023,Cargo Pants,Men Fashion,4,1235.13,4940.52,Credit Card,Chennai,2,Delivery took longer than expected
2573,06-11-2023,Shorts,Accessories,4,1897.31,7589.24,Wallet,Bengaluru,5,Totally worth the price
2574,11-05-2023,Jackets,Men Fashion,4,1683.94,6735.76,COD,Delhi,2,"Average product, expected better"
2575,17-02-2024,T-Shirt,Women Fashion,1,1043.9,1043.9,Wallet,Hyderabad,4,"Average product, expected better"
2576,25-02-2023,Hoodie,Men Fashion,3,733.07,2199.21,Debit Card,Kolkata,1,Excellent customer support
2577,27-10-2024,Hoodie,Women Fashion,1,1054,1054,Wallet,Mumbai,4,Totally worth the price
2578,25-10-2023,Sweatshirt,Accessories,4,1001.39,4005.56,Debit Card,Kolkata,5,The material is too thin
2579,04-03-2023,Hoodie,Accessories,2,1213.23,2426.46,Wallet,Pune,3,Excellent customer support
2580,07-06-2024,T-Shirt,Accessories,1,418.18,418.18,Credit Card,Chennai,4,The material is too thin
2581,28-05-2023,Sweatshirt,Men Fashion,3,788.61,2365.83,Credit Card,Pune,2,Very satisfied with the product
2582,17-10-2024,Joggers,Women Fashion,4,565.58,2262.32,Debit Card,Pune,1,Very satisfied with the product
2583,07-01-2023,Sweatshirt,Accessories,4,1841.32,7365.28,Credit Card,Mumbai,2,Excellent customer support
2584,10-03-2023,T-Shirt,Men Fashion,4,1011.61,4046.44,Wallet,Mumbai,2,Delivery took longer than expected
2585,16-06-2024,Hoodie,Men Fashion,4,1180.07,4720.28,Credit Card,Mumbai,4,Delivery took longer than expected
2586,30-04-2024,T-Shirt,Accessories,2,1245.97,2491.94,COD,Hyderabad,1,Totally worth the price
2587,26-02-2023,Hoodie,Women Fashion,2,839.08,1678.16,COD,Hyderabad,3,Totally worth the price
2588,08-07-2023,Shorts,Accessories,3,1542.53,4627.59,Debit Card,Kolkata,2,"Average product, expected better"
2589,19-09-2024,Sweatshirt,Accessories,1,831.19,831.19,Wallet,Mumbai,1,Delivery took longer than expected
2590,18-03-2024,Joggers,Accessories,2,1805.51,3611.02,UPI,Delhi,3,"Average product, expected better"
2591,26-05-2023,Shorts,Men Fashion,4,1088.84,4355.36,Wallet,Pune,2,Not happy with the packaging
2592,13-07-2024,Shorts,Women Fashion,3,1379.2,4137.6,COD,Bengaluru,1,Not happy with the packaging
2593,24-10-2023,Hoodie,Accessories,1,784.69,784.69,COD,Bengaluru,4,Delivery took longer than expected
2594,09-10-2023,Cargo Pants,Women Fashion,2,1578.08,3156.16,UPI,Hyderabad,2,Loved it! Great fit and style
2595,02-03-2024,Cargo Pants,Men Fashion,2,372.19,744.38,UPI,Bengaluru,2,Very satisfied with the product
2596,13-04-2024,Hoodie,Accessories,1,1027.38,1027.38,COD,Mumbai,1,The material is too thin
2597,17-08-2024,Jackets,Men Fashion,4,1053.64,4214.56,Wallet,Hyderabad,2,Very satisfied with the product
2598,13-02-2023,Shirt,Men Fashion,2,547.94,1095.88,COD,Pune,3,Totally worth the price
2599,14-04-2024,Jackets,Men Fashion,1,312.7,312.7,Credit Card,Bengaluru,2,Excellent customer support
